sci_fig,caption,inline_reference,metadata,label,acl_paper_id
C04-1172.pdf-Figure6.png,Figure 6: Hebrew example,"[u'. the query in figure 6 finds 234 instances, showing that the pattern was not uncommon, and inspection of the results show that the verb most often agrees with the first member of the compound subject.']",C04-1172deepfigures-results.json,algorithms,C04-1172
C04-1179.pdf-Figure1.png,Fig. 1. The sequence of steps on a sample sentence.,"[u'We define the problem into three subsequent processes (see Figure 1 ): 1) sentence segmentation 2) frame element identification, and 3) semantic role tagging for the']",C04-1179deepfigures-results.json,algorithms,C04-1179
C04-1179.pdf-Figure3.png,"Fig. 3. The framework of the re-ranking method with an actual system output. (1) contains different number of segmentations depending on each sentence, (2) has mn number of lists when we obtain m possible segmentations in (1) and we get n-best FE identifications, (3) has mnn number of lists when we get n-best role classifications given mn lists (4) shows finally chosen output.",[u'. figure 3 shows the overall framework of this task.'],C04-1179deepfigures-results.json,algorithms,C04-1179
C04-1191.pdf-Figure4.png,Figure 4: Sample rule from the general speech part classifier.,[u'. see figure 4 .'],C04-1191deepfigures-results.json,algorithms,C04-1191
C08-1046.pdf-Figure3.png,Figure 3: Pseudo code of training example generation procedure.,"[u'As shown in Figure 3 , for each dependent, we generate pairs of the correct head and all other candidate']",C08-1046deepfigures-results.json,algorithms,C08-1046
C08-1046.pdf-Figure4.png,Figure 4: Pseudo code of parsing algorithm.,"[u'This algorithm is shown in Figure 4 . The overall parsing process moves from right to left. On selecting the head for', u'. in figure 4 , the array ""head"" stores the parsed results and ensures that only noncrossing candidate heads are taken into consideration.']",C08-1046deepfigures-results.json,algorithms,C08-1046
C08-1047.pdf-Figure1.png,Figure 1: An example of a transliterated cuneiform tablet from Ur III,[],C08-1047deepfigures-results.json,algorithms,C08-1047
C08-1122.pdf-Figure1.png,Figure 1. The Framework of CollabRank,[u'. figure 1 gives the framework of the proposed approach.'],C08-1122deepfigures-results.json,algorithms,C08-1122
C08-1125.pdf-Figure1.png,Figure 1.The domain adaptation algorithm,[u'. then we perform transductive learning as described in figure 1 .'],C08-1125deepfigures-results.json,algorithms,C08-1125
C08-1137.pdf-Figure5.png,Figure 5. Reordering template extraction algorithm. The p,"[u'. the simple algorithm is illustrated in figure 5 , and some reordering templates are shown in tabl e 2.', u'. b figure 5 .']",C08-1137deepfigures-results.json,algorithms,C08-1137
C08-1140.pdf-Figure2.png,Figure 2: A modified K-means clustering method.,[],C08-1140deepfigures-results.json,algorithms,C08-1140
C08-2026.pdf-Figure2.png,"Figure 2: CYK-style parsing algorithm for (2,2)-BRCG.","[u'A CYK-style algorithm is presented for (2,2)-BRCG in Figure 2 ; it is assumed, w.l.o.g, that if the same variable occurs twice in the LHS', u'that iterate over the string, i.e. the four for loops and the two s in Figure 2 .', u') s(0, n), (S, 1) t(0, m) then return success else failure Figure 2 : CYK-style parsing algorithm for (2,2)-BRCG.']",C08-2026deepfigures-results.json,algorithms,C08-2026
C10-1023.pdf-Figure1.png,Figure 1. High-level algorithm of the synthesis approach,[u'. figure 1 describes the high-level algorithm of our approach.'],C10-1023deepfigures-results.json,algorithms,C10-1023
C10-1023.pdf-Figure2.png,Figure 2. Segment selection algorithm,[u'. figure 2 describes the segment selection algorithm.'],C10-1023deepfigures-results.json,algorithms,C10-1023
C10-1024.pdf-Figure2.png,"Figure 2.  (n1, n2, , ) algorithm","[u'. figure 2 shows the algorithm.', u'( + delta(nch 1 , nch 2 , , )); END FOR RETURN mult_delta; END Figure 2 . (n 1 , n 2 , , ) algorithm 4 Performance Improving Factors']",C10-1024deepfigures-results.json,algorithms,C10-1024
C10-1030.pdf-Figure1.png,Figure 1: Error taxonomy,[],C10-1030deepfigures-results.json,algorithms,C10-1030
C10-1030.pdf-Figure2.png,Figure 2: Error generation procedure,[],C10-1030deepfigures-results.json,algorithms,C10-1030
C10-1034.pdf-Figure4.png,Figure 4. PageRank Algorithm for Calculating Popularity Score for Users,[u'. figure 4 shows the pagerank algorithm for calculating popularity scores for twitter users.'],C10-1034deepfigures-results.json,algorithms,C10-1034
C10-1034.pdf-Figure6.png,Figure 6. Advanced Greedy Feature Selection Algorithm,[u'. figure 6 shows the feature selection approach.'],C10-1034deepfigures-results.json,algorithms,C10-1034
C10-1081.pdf-Figure2.png,"Figure 2: Decoding algorithm for the standard Tree-to-String transducer. leftw/rightw denote the left/right boundary word of s. c1, c2 denote the descendants of v, ordered based on RHS of t.","[u'. the bottom-up decoding algorithm for the tts transducer is sketched in figure 2 .', u'. to simplify the description, we assume in figure 2 that a bigram language model is used and all the tts templates are binarized.']",C10-1081deepfigures-results.json,algorithms,C10-1081
C10-1089.pdf-Figure3.png,Figure 3: Pseudo-code for sentence simplification.,"[u'until r is null 13: until r is null 14: return S Figure 3 : Pseudo-code for sentence simplification.', u'a sentence, we apply rules repeatedly until no more applications are possible as presented in Figure 3 . After one application of one rule, the simplified sentence is re-parsed before attempting to']",C10-1089deepfigures-results.json,algorithms,C10-1089
C10-1134.pdf-Figure1.png,Figure 1: Algorithm of computing SO of documents,"[u""The baseline algorithm is illustrated by the non-italic part in Figure 1 , where we set the same parameters with Wan' s approach: PosValue=1, NegValue=-2, q=2, =2."", u'added the disambiguation of DSAAs to the algorithm, as illustrated by the italic part in Figure 1 . When a word is a DSAA, compute its SO with the proposed integrated method,']",C10-1134deepfigures-results.json,algorithms,C10-1134
C10-1143.pdf-Figure1.png,Figure 1. The proposed SC-EM algorithm,[u'. the detailed algorithm is given in figure 1 .'],C10-1143deepfigures-results.json,algorithms,C10-1143
C10-1143.pdf-Figure2.png,Figure 2. Generating the soft-labeled set SL,"[u'. the detailed algorithm is given in figure 2 .', u'. figure 2 .']",C10-1143deepfigures-results.json,algorithms,C10-1143
C10-1143.pdf-Figure3.png,Figure 3. Distributional context extraction,"[u'. given a relevant corpus r, the document d i for each feature expression e i in l (or u) is generated using the algorithm in figure 3 .', u'1, 2, , |S i |; // duplicates are kept as it is not union Figure 3 . Distributional context extraction For example, a feature expression from L (or U) is e']",C10-1143deepfigures-results.json,algorithms,C10-1143
C10-1147.pdf-Figure2.png,Figure 2: The maximum metric score training (MMST) algorithm,"[u'. initially, the tree has only one node: the root (node 1 in the figure).']",C10-1147deepfigures-results.json,algorithms,C10-1147
C10-2022.pdf-Figure1.png,Figure 1: EditDistanceSMS,"[u'The EditDistance SM S (Figure 1 ) compares the Consonant Skeletons', u'Step 2. remove all vowels in t //(painting pntng, threat thrt) return t End Figure 1 : EditDistance SM S']",C10-2022deepfigures-results.json,algorithms,C10-2022
C10-2022.pdf-Figure2.png,Figure 2: Sample SMS queries,[u'. a list l e i is created for each token s i using terms in a dic-hv u cmplted ure prj rprt d ddline fr sbmission of d rprt hs bn xtnded i wil be lte by 20 mns d docs shd rech u in 2 days thnk u for cmg 2 d prty figure 2 : sample sms queries tionary d e consisting of clean english words.'],C10-2022deepfigures-results.json,algorithms,C10-2022
C10-2025.pdf-Figure3.png,Figure 3: Algorithm for skeleton-to-hypothesis alignment,[u'. figure 3 shows the algorithm for skeleton-to-hypothesis alignment.'],C10-2025deepfigures-results.json,algorithms,C10-2025
C10-2025.pdf-Figure4.png,Figure 4: Hybrid decoding algorithm,[u'. the algorithm is fully demonstrated in figure 4 .'],C10-2025deepfigures-results.json,algorithms,C10-2025
C10-2026.pdf-Figure2.png,Figure 2. The Dependent Ranked List Generation Algorithm (represented using python syntax).,"[u'. figure 2 shows the steps of the transformation algorithm.', u' Figure 2 . The Dependent Ranked List Generation Algorithm (represented using python syntax).']",C10-2026deepfigures-results.json,algorithms,C10-2026
C10-2031.pdf-Figure1.png,Figure 1: Preposition prediction results,"[u'. esting figure included in figure 1 , namely the accuracy of the human agreement with the original text, averaged over two english native-speakers.']",C10-2031deepfigures-results.json,algorithms,C10-2031
C10-2084.pdf-Figure5.png,Figure 5. Semi-supervised training for HP-DITG.,[u'. the sketch of the semi-supervised training is shown in figure 5 .'],C10-2084deepfigures-results.json,algorithms,C10-2084
C10-2125.pdf-Figure1.png,Figure 1: Relaxation labeling algorithm,[u'. figure 1 shows the pseudo-code of the relaxation algorithm.'],C10-2125deepfigures-results.json,algorithms,C10-2125
C10-2161.pdf-Figure1.png,Figure 1: Pseudo-code for the SGD algorithm.,[u'. the pseudo-code for the sgd algorithm is shown in figure 1 .'],C10-2161deepfigures-results.json,algorithms,C10-2161
C12-1116.pdf-Figure6.png,FIGURE 6  Learned affix identification rule example,[u'The two example rules in Figure 6 show that the prefixes'],C12-1116deepfigures-results.json,algorithms,C12-1116
C12-1116.pdf-Figure7.png,FIGURE 7  Suffix segmentation algorithm,[],C12-1116deepfigures-results.json,algorithms,C12-1116
P06-1066.pdf-Figure2.png,Figure 2: Reordering Example Extraction Algorithm.,[u'. the reordering example extraction algorithm is shown in figure 2 .'],P06-1066deepfigures-results.json,algorithms,P06-1066
P06-1080.pdf-Figure2.png,Figure 2: A function that determines how large a window size should be.,"[u'. figure 2 depicts an algorithm that determines how large -grams should be used.', u'. the main stream of this algorithm is equivalent to that in figure 2 .']",P06-1080deepfigures-results.json,algorithms,P06-1080
P06-1080.pdf-Figure3.png,Figure 3: A function that determines how small a window size should be used.,[u'. figure 3 shows an algorithm which determines how deeply the shrinking is occurred.'],P06-1080deepfigures-results.json,algorithms,P06-1080
P06-1080.pdf-Figure4.png,Figure 4: A function that determines the changing window size of -grams.,"[u'. in this paper, an expanding is checked prior to a shrinking as shown in figure  4 .']",P06-1080deepfigures-results.json,algorithms,P06-1080
Y07-1024.pdf-Figure5.png,Figure 5: TBL templates,"[u'environment is similar with a context window. If we enlarge the context window by 4, Figure 5 is changed into', u'.  what the feature map in figure 5 specifies is any clusters with consonant and diphthong [ye] cannot be placed next to each other.']",Y07-1024deepfigures-results.json,algorithms,Y07-1024
Y07-1024.pdf-Figure6.png,Figure 6: Example of 4 context windows TBL,[u'is changed into Figure 6 .'],Y07-1024deepfigures-results.json,algorithms,Y07-1024
Y07-1025.pdf-Figure2.png,Figure 2: Parsing Output of (4),[u'. figure 2 is a successfully parsed output of example (4).'],Y07-1025deepfigures-results.json,algorithms,Y07-1025
Y07-1025.pdf-Figure3.png,Figure 3: Abbreviated Parsing Output of (5),"[u'. let us show the parsing result of (5) in figure 3 .', u'. as seen in the representation in figure 3 the parser produced the semantic representation fo(say(john, introduce(meta v, meta v, professor), naomi)) where meta v is a meta variable, which is merged with someone in the context.']",Y07-1025deepfigures-results.json,algorithms,Y07-1025
Y07-1036.pdf-Figure3.png,Figure 3: PCE algorithm.,"[u', and the description is given in Figure 3 . Starting with two seed patterns, PCE extracted person, category tuples. The extracted tuples were']",Y07-1036deepfigures-results.json,algorithms,Y07-1036
Y07-1036.pdf-Figure4.png,"Figure 4: person, category extraction from a match.","[u'the above regular expression, the person, category tuple is extracted according to the algorithm in Figure 4 , where is_valid(category) is a function that returns true if category is a sort of', u'. we modify the procedure in figure 4 to extract ne, category, related-to, object quadruples instead of ne, category tuples.', u"". let category_str be the string containing the category, the regular expressions corresponding to each case are (we omit pos and chunk tags for readability): figure 4 ), if the current processing sentence matches one of the above regular expressions, the object is produced by removing pos tags in noun_phrase; related-to is the preposition after removing pos tags in cases a) and c); related-to is 'of' in case b), then, ne, category, related-to, object quadruples are returned instead of tuples."", u'. in the preprocessing step of the algorithm in figure 4 , all nes in this plain text collection were tagged by lingpipe 3 .']",Y07-1036deepfigures-results.json,algorithms,Y07-1036
Y07-1036.pdf-Figure5.png,Figure 5: Pattern generation procedure.,"[u'These two conditions are used in the pattern generation procedure as described in Figure 5 . In the experiments, for the simplity, threshold R and threshold D are set to']",Y07-1036deepfigures-results.json,algorithms,Y07-1036
Y08-1050.pdf-Figure2.png,Figure 2: The pseudo-code for analyzing UM verbs.,"[u'does not exist, then it must be a misspelled word or an invalid Filipino verb. Figure 2 shows the pseudo-code for analyzing ""UM-"" verbs (active) and']",Y08-1050deepfigures-results.json,algorithms,Y08-1050
Y08-1050.pdf-Figure3.png,Figure 3: The pseudo-code for analyzing -IN verbs.,"[u'shows the pseudo-code for analyzing ""UM-"" verbs (active) and Figure 3 shows the pseudo-code for analyzing ""-IN"" verbs (passive).']",Y08-1050deepfigures-results.json,algorithms,Y08-1050
Y09-1022.pdf-Figure2.png,Figure 2: Outline of the process used to train our model.,"[u'. our learning process is shown in figure 2 .', u'In the first stage of the learning process (Step (1) in Figure 2 ), we word segment and PoS tag the review articles in training data. For example,', u'. in the second stage of the training (step (2) in figure 2 ), we transform review articles into collections of features.']",Y09-1022deepfigures-results.json,algorithms,Y09-1022
Y09-1022.pdf-Figure3.png,Figure 3: Transformation algorithm.,"[u'. figure 3 shows the transformation algorithm.', u'tuned, for a given review article, features(RE) is acquired using the review-to-feature transformation algorithm in Figure 3 . Inspired by']",Y09-1022deepfigures-results.json,algorithms,Y09-1022
Y09-1023.pdf-Figure1.png,Figure 1: Preprocessing the parsed text extracted from ICE-GB,"[u'.tre files), the output of the search function from ice-gb, are shown in the left-hand side in figure 1 .']",Y09-1023deepfigures-results.json,algorithms,Y09-1023
Y09-1040.pdf-Figure2.png,Figure 2: Outline of the training process.,"[u'. our learning process is shown in figure 2 .', u'. in the first stage of the learning process (step (1) in figure 2 ), we propagate translations of each word sense (, synsets) to its inherited hypernyms (, ancestors) in wordnet.', u'. then, the word translation classification (wtc) models described in the following stage (step (2) in figure 2 ) can exploit this information to learn to classify (1) propagate translations to generate the training data (2) train hierarchical word translation classification models (3) train filtering model translations into appropriate senses.', u'. in the second stage of the learning algorithm (step (2) in figure 2 ), we train translation classification models for branching synsets with more than one direct hyponym in wordnet.', u'in Figure 2 are utilized to train the filtering model. The filtering model, a ME-based classification model, estimates']",Y09-1040deepfigures-results.json,algorithms,Y09-1040
Y09-1040.pdf-Figure3.png,Figure 3: Algorithm of translation propagation.,[u'. figure 3 shows the algorithm for propagating a translation in the wordnet hierarchy.'],Y09-1040deepfigures-results.json,algorithms,Y09-1040
Y09-1040.pdf-Figure4.png,Figure 4: Run-time classification algorithm.,[u'. we associate adequate senses with given translations using the procedure in figure 4 .'],Y09-1040deepfigures-results.json,algorithms,Y09-1040
Y09-2004.pdf-Figure1.png,Figure 1: The task of sense guessing,"[u'. the assigned semantic category is chosen from a predefined set of semantic categories (figure 1) .', u'. __________________________________________________________________ figure 1 : the task of sense guessing secondly, a pos-sense association model is developed by a sequence-labeling method.']",Y09-2004deepfigures-results.json,algorithms,Y09-2004
Y09-2004.pdf-Figure2.png,Figure 2: The baseline method,[u'The former two models are combined together (see Figure 2 ).'],Y09-2004deepfigures-results.json,algorithms,Y09-2004
Y09-2004.pdf-Figure3.png,Figure 3: The HPPS Model,"[u'According to the above observations, HPPS Model is designed as shown in Figure 3 . SS Model is running first. For words which SS Model gives no guess, give']",Y09-2004deepfigures-results.json,algorithms,Y09-2004
Y09-2051.pdf-Figure2.png,Figure 2: Argument Identification Module,[u'. the argument identifier is summarized in figure 2 .'],Y09-2051deepfigures-results.json,algorithms,Y09-2051
Y09-2051.pdf-Figure3.png,Figure 3: Argument Classification Module,[],Y09-2051deepfigures-results.json,algorithms,Y09-2051
Y10-1001.pdf-Figure1.png,"Figure 1: A positive spiral leading towards greater use of speech recognition (through repetition of steps (i), (ii), and (iii)).","[u'. to achieve this, we proposed setting into motion a positive spiral as explained in figure 1 .', u'2.0 aims to change the usage of speech recognition by setting the positive spiral of Figure 1 into motion.', u'In the following, we discuss how the beneficial spiral of Figure 1 can be put into effect while also explaining the points in', u'. in this way, it promotes understanding of speech recognition performance (step (i) in figure 1 ).', u'. in this way, users can contribute to improved performance (step (ii) in figure 1 ).', u'. in this way, we can use the wisdom of crowds to achieve a better user experience (step (iii) in figure 1 ).', u'. in this project, our goal is to set the positive spiral of figure 1 into motion by providing the podcastle web service which is based on the concepts of both web 2.0 and speech recognition research 2.0.', u'and set the positive spiral of Figure 1 into motion. Specifically, the searching and reading functions let users better understand the speech recognition', u'. specifically, the searching and reading functions let users better understand the speech recognition performance regarding podcasts (step (i) in figure 1 ), and the annotating (error correction) function allows them to contribute to improved performance (step (ii)).']",Y10-1001deepfigures-results.json,algorithms,Y10-1001
Y10-1019.pdf-Figure2.png,Figure 2: Basic Steps of GA,"[u'. the basic steps of the proposed approach, that closely follow those of the conventional ga, are shown in figure 2 .']",Y10-1019deepfigures-results.json,algorithms,Y10-1019
Y10-1036.pdf-Figure2.png,Figure 2: The FTL based term extraction approach,"[u'. the details of the ftl based term extraction approach are shown in figure 2 .', u'2 from L 2 ; 19. Add instances from L 2 to S 2 ; Figure 2 : The FTL based term extraction approach']",Y10-1036deepfigures-results.json,algorithms,Y10-1036
Y10-1040.pdf-Figure2.png,Figure 2. Outline of the GRASP Preprocessing.,"[u'. our preprocessing process is shown in figure 2 .', u'. in the second stage of the preprocessing process (step (2) in figure 2 ), we generate the shallow parsing result for each sentence.']",Y10-1040deepfigures-results.json,algorithms,Y10-1040
Y10-1040.pdf-Figure3.png,Figure 3. Evaluating Patterns at Run-Time.,"[u'GRASP retrieves and evaluates the grammar-based context of the search phrase using the procedure in Figure 3 .', u'. figure 3 .']",Y10-1040deepfigures-results.json,algorithms,Y10-1040
Y14-1034.pdf-Figure2.png,Figure 2: An example TakeTwo session and results,[u'. an example taketwo alignment for example (1) is shown in figure 2 .'],Y14-1034deepfigures-results.json,algorithms,Y14-1034
Y14-1034.pdf-Figure3.png,Figure 3: Ouline of the process to train the TakeTwo system.,[u'. our learning process is shown in figure 3 .'],Y14-1034deepfigures-results.json,algorithms,Y14-1034
Y14-1040.pdf-Figure2.png,Figure 2: Procedure for learning RBM.,"[u'. if we assume totally e epochs are performed for learning n training data using cd-k, the procedure for learning rbm can be given as in figure 2 .', u'inputs by the procedure for learning RBM (Figure 2 ) and fix its weights and offsets.', u'. train rbm 2 with the samples of the hidden layer of rbm 1 as inputs by the procedure for learning rbm (figure 2 ) and fix its weights and offsets.', u'. train rbm 3 with the samples of the hidden layer of rbm 2 as inputs by the procedure for learning rbm (figure 2 ) and fix its weights and offsets.']",Y14-1040deepfigures-results.json,algorithms,Y14-1040
Y14-1040.pdf-Figure4.png,Figure 4: Procedure for learning DBN with three RBMs.,[u'The procedure for learning the DBN with three RBMs is shown in Figure 4 .'],Y14-1040deepfigures-results.json,algorithms,Y14-1040
Y14-1040.pdf-Figure5.png,Figure 5: Baseline algorithm.,"[u'. the algorithm is shown in figure 5, where the words used for counting are those extracted from the descriptive texts in accordance with steps (1)-(4) in subsection 2.4.', u'. count the correct predicting results and compute the correct rate (precision) figure 5 : baseline algorithm.']",Y14-1040deepfigures-results.json,algorithms,Y14-1040
Y14-1041.pdf-Figure2.png,Fig 2. Pseudo code for Modified Edit Distance Algorithm,[],Y14-1041deepfigures-results.json,algorithms,Y14-1041
Y14-1062.pdf-Figure2.png,Figure 2. Outline of the process used to train the KEA system.,"[u'. figure 2 .', u'. our learning process is shown in figure 2 .', u""In the second stage of the learning algorithm (Step (2) in Figure 2 ), we estimate words' keyness in Art o and Arts based on PageRank, or specifically"", u'. tf*idf scores of step (1) in figure 2 are used for this purpose and denoted by kwprefs.', u'In the final stage of training (Step (3) in Figure  2 ), we combine word keyness scores from TF*IDF and semantic PageRank. Note that to gather']",Y14-1062deepfigures-results.json,algorithms,Y14-1062
Y14-1062.pdf-Figure3.png,Figure 3. Evaluating word keyness via semantic PageRank.,"[u'. figure 3 shows the algorithm for deriving keyness scores for article words.', u'of Figure 3 sets the one-by-v matrix KP, Step']",Y14-1062deepfigures-results.json,algorithms,Y14-1062
Y14-1062.pdf-Figure4.png,Figure 4. Aligning sentences at run-time.,[u'. kea then aligns sentences of given monolingual parallel articles using the procedure in figure 4 .'],Y14-1062deepfigures-results.json,algorithms,Y14-1062
Y14-1062.pdf-Figure5.png,Figure 5. Alignment results of a testing article pair done by (a) TF*IDF (b) KEA.,"[u"". figure 5 shows a testing article pair's sentence alignment results done by tf*idf and kea.""]",Y14-1062deepfigures-results.json,algorithms,Y14-1062
Y15-1.pdf-Figure12.png,Figure 12: Syntactico-semantic links of the,[u'. figure 12 demonstrates the unwinding of the last step of the proposed approach.'],Y15-1deepfigures-results.json,algorithms,Y15-1
Y15-1011.pdf-Figure3.png,Figure 3. The CNGRAM procedure,"[u'. figure 3 lists the steps of our main procedure, constrained n-grams (cngram), for ner.']",Y15-1011deepfigures-results.json,algorithms,Y15-1011
Y18-1087.pdf-Figure3.png,Figure 3. Training algorithm.,[],Y18-1087deepfigures-results.json,algorithms,Y18-1087
Y18-1087.pdf-Figure4.png,Figure 4. Updating embedding algorithm.,[],Y18-1087deepfigures-results.json,algorithms,Y18-1087
Y18-2004.pdf-Figure2.png,Figure 2: Lexical relations obtained from the model using the function most similar,[],Y18-2004deepfigures-results.json,algorithms,Y18-2004
1994.amta-1.18.pdf-Figure1.png,Figure 1: Design for the USC/ISI Japanese-English MT system.,"[u'. figure 1 illustrates the current japanese-english mt system, including all processing modules and knowledge resources.', u'. hax parses according to a context-free figure 1 : design for the usc/isi japanese-english mt system.', u'. (the glosser is shown in the center of figure 1 .']",1994.amta-1.18deepfigures-results.json,architecture diagram,1994.amta-1.18
1994.amta-1.6.pdf-Figure1.png,Figure 1: ILustrate Design: Lexical Component View,[u'. figure 1 : ilustrate design: lexical component view this class of entries and their scoping domains will need to be defined with respect to algorithms in that component.'],1994.amta-1.6deepfigures-results.json,architecture diagram,1994.amta-1.6
1996.amta-1.1.pdf-Figure3.png,Fig. 3. Concepts linked in the ReVerb translation memory.,"[u"". since a case must be retrieved from memory on the basis of its string/word content, each such word is defined in reverb's frame-structured memory, providing pointers to the chunks and cases in which it is employed; this situation is illustrated in figure 3 below.""]",1996.amta-1.1deepfigures-results.json,architecture diagram,1996.amta-1.1
1996.amta-1.1.pdf-Figure6.png,Fig. 6. Retrieval levels in ReVerb.,[u'can act as a useful filter for subsequent structural retrieval. This arrangement is illustrated in Figure 6 . We shall now consider each of these levels in turn:'],1996.amta-1.1deepfigures-results.json,architecture diagram,1996.amta-1.1
1996.amta-1.17.pdf-Figure1.png,Figure 1: The ZARDOZ Blackboard Architecture: A communication medium for diverse knowledge agencies.,"[u'A process-oriented view of the system is illustrated in Figure 1 , which presents the blackboard as compartmentalised into distinct panels. Task-specific knowledge agencies (composed of', u'. taking a clockwise tour around figure 1 , system operation proceeds as follows: (i) the incoming text stream is processed by a swarm of lexperts-lexical experts specified as autonomous 170 demons-which individually implement both morphological rules and heuristic measures for recognising and representing compound word constructs (, ""laptop"" can be decomposed into lap + computer and signed accordingly, by comparison with the word ""desktop"", which is known to the system as a form of computer).']",1996.amta-1.17deepfigures-results.json,architecture diagram,1996.amta-1.17
1996.amta-1.9.pdf-Figure1.png,Figure 1,[u'. figure 1 shows the architecture of the earliest logos english-source system.'],1996.amta-1.9deepfigures-results.json,architecture diagram,1996.amta-1.9
1996.amta-1.9.pdf-Figure2.png,Figure 2,[u'. figure 2 shows the architecture of logos during its second phase.'],1996.amta-1.9deepfigures-results.json,architecture diagram,1996.amta-1.9
1996.amta-1.9.pdf-Figure3.png,Figure 3,"[u'. figure 3 illustrates the third-generation system architecture.', u'. this module creates a ""macro parse"" showing the clause figure 3 structure of the sentence and uses this top-down information to complete the homograph resolution process begun in res1.', u'. it is easy to bias the source parse in favor of one target or another; within the system shown in figure 3 , one might ask if it is possible to have a pure source parse.']",1996.amta-1.9deepfigures-results.json,architecture diagram,1996.amta-1.9
1996.amta-1.9.pdf-Figure5.png,Figure 5,"[u'The fourth-generation Logos system, shown in Figure 5 , is currently being developed.']",1996.amta-1.9deepfigures-results.json,architecture diagram,1996.amta-1.9
